Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
040.6  	 -0.01532  	 00.11955  	 00.07710  	 00308416 
040.7  	 00.08486  	 00.12613  	 00.06580  	 00263201 
040.8  	 00.18690  	 00.13151  	 00.05379  	 00215150 
040.9  	 00.28880  	 00.13563  	 00.04116  	 00164625 
041.0  	 00.38866  	 00.13843  	 00.02800  	 00111992 
041.1  	 00.48483  	 00.13987  	 00.01440  	 00057618 
041.2  	 00.57599  	 00.13992  	 00.00047  	 00001871 
041.3  	 00.66123  	 00.13854  	 -0.01372  	 -0054884 
041.4  	 00.74008  	 00.13574  	 -0.02807  	 -0112271 
041.5  	 00.81248  	 00.13149  	 -0.04248  	 -0169906 
041.6  	 00.87871  	 00.12580  	 -0.05685  	 -0227389 
041.7  	 00.93932  	 00.11870  	 -0.07107  	 -0284292 
041.8  	 00.99494  	 00.11019  	 -0.08504  	 -0340152 
041.9  	 01.04623  	 00.10033  	 -0.09862  	 -0394467 
042.0  	 01.09363  	 00.08916  	 -0.11167  	 -0446684 
042.1  	 01.13728  	 00.07676  	 -0.12405  	 -0496198 
042.2  	 01.17689  	 00.06320  	 -0.13559  	 -0542348 
042.3  	 01.21168  	 00.04859  	 -0.14610  	 -0584418 
042.4  	 01.24033  	 00.03305  	 -0.15541  	 -0621646 
042.5  	 01.26106  	 00.01672  	 -0.16331  	 -0653231 
042.6  	 01.27166  	 -0.00024  	 -0.16959  	 -0678348 
042.7  	 01.26968  	 -0.01764  	 -0.17404  	 -0696169 
042.8  	 01.25256  	 -0.03529  	 -0.17647  	 -0705883 
042.9  	 01.21789  	 -0.05296  	 -0.17668  	 -0706727 
043.0  	 01.16360  	 -0.07041  	 -0.17450  	 -0698013 
043.1  	 01.08822  	 -0.08739  	 -0.16979  	 -0679162 
043.2  	 00.99106  	 -0.10363  	 -0.16243  	 -0649738 
043.3  	 00.87236  	 -0.11887  	 -0.15237  	 -0609484 
043.4  	 00.73344  	 -0.13283  	 -0.13959  	 -0558350 
043.5  	 00.57671  	 -0.14524  	 -0.12413  	 -0496526 
043.6  	 00.40567  	 -0.15585  	 -0.10612  	 -0424461 
043.7  	 00.22477  	 -0.16442  	 -0.08572  	 -0342882 
043.8  	 00.03926  	 -0.17074  	 -0.06320  	 -0252792 
043.9  	 -0.14504  	 -0.17463  	 -0.03887  	 -0155468 
044.0  	 -0.32204  	 -0.17594  	 -0.01311  	 -0052441 
044.1  	 -0.48571  	 -0.17458  	 00.01363  	 00054538 
044.2  	 -0.63033  	 -0.17049  	 00.04088  	 00163533 
044.3  	 -0.75092  	 -0.16368  	 00.06812  	 00272472 
044.4  	 -0.84339  	 -0.15420  	 00.09480  	 00379200 
044.5  	 -0.90485  	 -0.14216  	 00.12038  	 00481536 
044.6  	 -0.93371  	 -0.12773  	 00.14433  	 00577326 
044.7  	 -0.92980  	 -0.11111  	 00.16612  	 00664493 
044.8  	 -0.89432  	 -0.09259  	 00.18527  	 00741096 
044.9  	 -0.82978  	 -0.07245  	 00.20134  	 00805369 
045.0  	 -0.73982  	 -0.05106  	 00.21394  	 00855769 
045.1  	 -0.62899  	 -0.02878  	 00.22275  	 00891012 
045.2  	 -0.50244  	 -0.00603  	 00.22753  	 00910113 
045.3  	 -0.36566  	 00.01678  	 00.22810  	 00912413 
045.4  	 -0.22411  	 00.03922  	 00.22440  	 00897602 
045.5  	 -0.08301  	 00.06086  	 00.21644  	 00865741 
045.6  	 00.05303  	 00.08129  	 00.20432  	 00817261 
045.7  	 00.18010  	 00.10012  	 00.18824  	 00752969 
045.8  	 00.29524  	 00.11697  	 00.16851  	 00674025 
045.9  	 00.39645  	 00.13152  	 00.14548  	 00581921 
046.0  	 00.48269  	 00.14348  	 00.11961  	 00478438 
046.1  	 00.55382  	 00.15262  	 00.09140  	 00365598 
046.2  	 00.61046  	 00.15876  	 00.06140  	 00245612 
046.3  	 00.65382  	 00.16178  	 00.03020  	 00120812 
046.4  	 00.68546  	 00.16162  	 -0.00160  	 -0006404 
046.5  	 00.70707  	 00.15828  	 -0.03341  	 -0133637 
046.6  	 00.72028  	 00.15181  	 -0.06464  	 -0258541 
046.7  	 00.72644  	 00.14234  	 -0.09472  	 -0378877 
046.8  	 00.72645  	 00.13003  	 -0.12314  	 -0492546 
046.9  	 00.72070  	 00.11509  	 -0.14941  	 -0597631 
047.0  	 00.70902  	 00.09778  	 -0.17310  	 -0692416 
047.1  	 00.69065  	 00.07839  	 -0.19385  	 -0775406 
047.2  	 00.66440  	 00.05726  	 -0.21133  	 -0845331 
047.3  	 00.62871  	 00.03473  	 -0.22529  	 -0901161 
047.4  	 00.58186  	 00.01118  	 -0.23552  	 -0942097 
047.5  	 00.52214  	 -0.01301  	 -0.24189  	 -0967577 
047.6  	 00.44805  	 -0.03744  	 -0.24432  	 -0977271 
047.7  	 00.35853  	 -0.06172  	 -0.24277  	 -0971080 
047.8  	 00.25306  	 -0.08545  	 -0.23728  	 -0949129 
047.9  	 00.13183  	 -0.10824  	 -0.22794  	 -0911773 
048.0  	 -0.00418  	 -0.12973  	 -0.21490  	 -0859581 
048.1  	 -0.15323  	 -0.14957  	 -0.19833  	 -0793339 
048.2  	 -0.31279  	 -0.16742  	 -0.17851  	 -0714039 
048.3  	 -0.47969  	 -0.18299  	 -0.15572  	 -0622866 
048.4  	 -0.65025  	 -0.19602  	 -0.13030  	 -0521186 
048.5  	 -0.82043  	 -0.20628  	 -0.10263  	 -0410525 
048.6  	 -0.98609  	 -0.21360  	 -0.07314  	 -0292548 
048.7  	 -1.14315  	 -0.21782  	 -0.04226  	 -0169033 
048.8  	 -1.28784  	 -0.21887  	 -0.01046  	 -0041843 
048.9  	 -1.41687  	 -0.21669  	 00.02178  	 00087104 
049.0  	 -1.52757  	 -0.21129  	 00.05397  	 00215867 
049.1  	 -1.61805  	 -0.20273  	 00.08563  	 00342507 
049.2  	 -1.68718  	 -0.19110  	 00.11628  	 00465124 
049.3  	 -1.73469  	 -0.17656  	 00.14547  	 00581872 
049.4  	 -1.76107  	 -0.15928  	 00.17275  	 00690994 
049.5  	 -1.76751  	 -0.13951  	 00.19771  	 00790837 
049.6  	 -1.75576  	 -0.11751  	 00.21997  	 00879877 
049.7  	 -1.72800  	 -0.09359  	 00.23918  	 00956737 
049.8  	 -1.68667  	 -0.06809  	 00.25505  	 01020202 
049.9  	 -1.63431  	 -0.04136  	 00.26731  	 01069250 
050.0  	 -1.57339  	 -0.01378  	 00.27576  	 01103059 
050.1  	 -1.50620  	 00.01424  	 00.28026  	 01121038 
050.2  	 -1.43476  	 00.04232  	 00.28071  	 01122840 
050.3  	 -1.36069  	 00.07003  	 00.27710  	 01108382 
050.4  	 -1.28522  	 00.09697  	 00.26947  	 01077862 
050.5  	 -1.20921  	 00.12277  	 00.25794  	 01031762 
050.6  	 -1.13309  	 00.14704  	 00.24271  	 00970856 
050.7  	 -1.05702  	 00.16944  	 00.22405  	 00896196 
050.8  	 -0.98087  	 00.18967  	 00.20227  	 00809097 
050.9  	 -0.90434  	 00.20745  	 00.17778  	 00711110 
051.0  	 -0.82704  	 00.22255  	 00.15100  	 00603983 
051.1  	 -0.74851  	 00.23479  	 00.12240  	 00489609 
051.2  	 -0.66833  	 00.24404  	 00.09250  	 00369981 
051.3  	 -0.58612  	 00.25021  	 00.06178  	 00247127 
051.4  	 -0.50156  	 00.25329  	 00.03076  	 00123057 
051.5  	 -0.41442  	 00.25328  	 -0.00007  	 -0000298 
051.6  	 -0.32448  	 00.25026  	 -0.03028  	 -0121129 
051.7  	 -0.23158  	 00.24431  	 -0.05945  	 -0237802 
051.8  	 -0.13552  	 00.23559  	 -0.08722  	 -0348886 
051.9  	 -0.03607  	 00.22426  	 -0.11329  	 -0453179 
052.0  	 00.06707  	 00.21052  	 -0.13743  	 -0549721 
052.1  	 00.17426  	 00.19457  	 -0.15945  	 -0637802 
052.2  	 00.28593  	 00.17665  	 -0.17924  	 -0716947 
052.3  	 00.40252  	 00.15697  	 -0.19673  	 -0786909 
052.4  	 00.52449  	 00.13578  	 -0.21191  	 -0847640 
052.5  	 00.65217  	 00.11330  	 -0.22482  	 -0899262 
052.6  	 00.78577  	 00.08975  	 -0.23551  	 -0942035 
052.7  	 00.92523  	 00.06534  	 -0.24408  	 -0976319 
052.8  	 01.07017  	 00.04028  	 -0.25063  	 -1002535 
052.9  	 01.21982  	 00.01475  	 -0.25528  	 -1021134 
053.0  	 01.37297  	 -0.01106  	 -0.25814  	 -1032564 
053.1  	 01.52792  	 -0.03699  	 -0.25931  	 -1037242 
053.2  	 01.68249  	 -0.06288  	 -0.25888  	 -1035537 
053.3  	 01.83411  	 -0.08858  	 -0.25694  	 -1027755 
053.4  	 01.97982  	 -0.11393  	 -0.25353  	 -1014136 
053.5  	 02.11637  	 -0.13880  	 -0.24871  	 -0994854 
053.6  	 02.24043  	 -0.16305  	 -0.24251  	 -0970025 
053.7  	 02.34863  	 -0.18654  	 -0.23493  	 -0939722 
053.8  	 02.43781  	 -0.20914  	 -0.22600  	 -0903985 
053.9  	 02.50512  	 -0.23072  	 -0.21571  	 -0862843 
054.0  	 02.54818  	 -0.25112  	 -0.20408  	 -0816324 
054.1  	 02.56521  	 -0.27024  	 -0.19112  	 -0764471 
054.2  	 02.55515  	 -0.28792  	 -0.17684  	 -0707351 
054.3  	 02.51767  	 -0.30405  	 -0.16126  	 -0645056 
054.4  	 02.45321  	 -0.31849  	 -0.14443  	 -0577709 
054.5  	 02.36301  	 -0.33112  	 -0.12636  	 -0505454 
054.6  	 02.24896  	 -0.34184  	 -0.10711  	 -0428457 
054.7  	 02.11358  	 -0.35051  	 -0.08672  	 -0346891 
054.8  	 01.95982  	 -0.35703  	 -0.06523  	 -0260937 
054.9  	 01.79096  	 -0.36130  	 -0.04269  	 -0170774 
055.0  	 01.61046  	 -0.36322  	 -0.01914  	 -0076579 
055.1  	 01.42175  	 -0.36268  	 00.00537  	 00021469 
055.2  	 01.22813  	 -0.35960  	 00.03080  	 00123182 
055.3  	 01.03262  	 -0.35389  	 00.05709  	 00228348 
055.4  	 00.83782  	 -0.34547  	 00.08418  	 00336716 
055.5  	 00.64595  	 -0.33427  	 00.11199  	 00447971 
055.6  	 00.45868  	 -0.32023  	 00.14043  	 00561713 
055.7  	 00.27724  	 -0.30329  	 00.16936  	 00677435 
055.8  	 00.10239  	 -0.28343  	 00.19862  	 00794499 
055.9  	 -0.06549  	 -0.26063  	 00.22803  	 00912118 
056.0  	 -0.22631  	 -0.23490  	 00.25734  	 01029342 
056.1  	 -0.38019  	 -0.20627  	 00.28626  	 01145055 
056.2  	 -0.52736  	 -0.17482  	 00.31449  	 01257965 
056.3  	 -0.66803  	 -0.14065  	 00.34166  	 01366621 
056.4  	 -0.80236  	 -0.10392  	 00.36735  	 01469415 
056.5  	 -0.93033  	 -0.06480  	 00.39115  	 01564607 
056.6  	 -1.05173  	 -0.02355  	 00.41259  	 01650349 
056.7  	 -1.16613  	 00.01957  	 00.43118  	 01724715 
056.8  	 -1.27290  	 00.06422  	 00.44644  	 01785742 
056.9  	 -1.37119  	 00.11000  	 00.45787  	 01831474 
057.0  	 -1.46003  	 00.15650  	 00.46500  	 01860012 
057.1  	 -1.53838  	 00.20324  	 00.46739  	 01869570 
057.2  	 -1.60517  	 00.24971  	 00.46464  	 01858542 
057.3  	 -1.65941  	 00.29534  	 00.45639  	 01825563 
057.4  	 -1.70024  	 00.33958  	 00.44240  	 01769585 
057.5  	 -1.72701  	 00.38183  	 00.42248  	 01689934 
057.6  	 -1.73930  	 00.42149  	 00.39659  	 01586374 
057.7  	 -1.73699  	 00.45797  	 00.36479  	 01459157 
057.8  	 -1.72023  	 00.49070  	 00.32726  	 01309054 
057.9  	 -1.68947  	 00.51913  	 00.28434  	 01137367 
058.0  	 -1.64544  	 00.54278  	 00.23648  	 00945922 
058.1  	 -1.58911  	 00.56121  	 00.18426  	 00737031 
058.2  	 -1.52165  	 00.57404  	 00.12836  	 00513432 
058.3  	 -1.44439  	 00.58100  	 00.06955  	 00278214 
058.4  	 -1.35875  	 00.58186  	 00.00868  	 00034717 
058.5  	 -1.26627  	 00.57653  	 -0.05339  	 -0213570 
058.6  	 -1.16845  	 00.56495  	 -0.11578  	 -0463115 
058.7  	 -1.06686  	 00.54719  	 -0.17761  	 -0710440 
058.8  	 -0.96299  	 00.52338  	 -0.23805  	 -0952207 
058.9  	 -0.85831  	 00.49375  	 -0.29632  	 -1185282 
059.0  	 -0.75427  	 00.45858  	 -0.35169  	 -1406779 
059.1  	 -0.65222  	 00.41823  	 -0.40352  	 -1614084 
059.2  	 -0.55350  	 00.37311  	 -0.45121  	 -1804857 
059.3  	 -0.45938  	 00.32368  	 -0.49426  	 -1977023 
059.4  	 -0.37106  	 00.27025  	 -0.53431  	 -2000000 
059.5  	 -0.28968  	 00.21279  	 -0.57464  	 -1914236 
059.6  	 -0.21629  	 00.15100  	 -0.61782  	 -1780465 
059.7  	 -0.15183  	 00.08479  	 -0.66217  	 -1661197 
059.8  	 -0.09708  	 00.01425  	 -0.70540  	 -1559396 
059.9  	 -0.05265  	 -0.06025  	 -0.74501  	 -1476484 
060.0  	 -0.01895  	 -0.13810  	 -0.77844  	 -1413074 
060.1  	 00.00388  	 -0.21841  	 -0.80314  	 -1369621 
060.2  	 00.01597  	 -0.30008  	 -0.81662  	 -1347009 
060.3  	 00.01774  	 -0.38173  	 -0.81655  	 -1347137 
060.4  	 00.00993  	 -0.46180  	 -0.80074  	 -1373725 
060.5  	 -0.00645  	 -0.53853  	 -0.76723  	 -1433731 
060.6  	 -0.03007  	 -0.60994  	 -0.71414  	 -1540311 
060.7  	 -0.05940  	 -0.67389  	 -0.63948  	 -1720149 
060.8  	 -0.09271  	 -0.72795  	 -0.54059  	 -2000000 
060.9  	 -0.12813  	 -0.77052  	 -0.42572  	 -1702880 
061.0  	 -0.16375  	 -0.80197  	 -0.31449  	 -1257969 
061.1  	 -0.19769  	 -0.82289  	 -0.20921  	 -0836840 
061.2  	 -0.22816  	 -0.83398  	 -0.11087  	 -0443487 
061.3  	 -0.25354  	 -0.83599  	 -0.02017  	 -0080664 
061.4  	 -0.27244  	 -0.82974  	 00.06251  	 00250040 
061.5  	 -0.28374  	 -0.81604  	 00.13702  	 00548086 
061.6  	 -0.28663  	 -0.79570  	 00.20346  	 00813834 
061.7  	 -0.28062  	 -0.76949  	 00.26209  	 01048377 
061.8  	 -0.26551  	 -0.73815  	 00.31334  	 01253370 
061.9  	 -0.24141  	 -0.70238  	 00.35772  	 01430863 
062.0  	 -0.20868  	 -0.66280  	 00.39579  	 01583142 
062.1  	 -0.16788  	 -0.61999  	 00.42815  	 01712584 
062.2  	 -0.11972  	 -0.57445  	 00.45538  	 01821531 
062.3  	 -0.06503  	 -0.52664  	 00.47805  	 01912185 
062.4  	 -0.00466  	 -0.47698  	 00.49663  	 01986526 
062.5  	 00.06049  	 -0.42575  	 00.51228  	 02000000 
062.6  	 00.12959  	 -0.37311  	 00.52645  	 02000000 
062.7  	 00.20180  	 -0.31921  	 00.53896  	 02000000 
062.8  	 00.27638  	 -0.26426  	 00.54948  	 02000000 
062.9  	 00.35258  	 -0.20845  	 00.55812  	 01970894 
063.0  	 00.42972  	 -0.15196  	 00.56488  	 01947320 
063.1  	 00.50710  	 -0.09507  	 00.56890  	 01933544 
063.2  	 00.58400  	 -0.03815  	 00.56920  	 01932531 
063.3  	 00.65965  	 00.01831  	 00.56464  	 01948131 
063.4  	 00.73321  	 00.07371  	 00.55396  	 01985708 
063.5  	 00.80377  	 00.12735  	 00.53639  	 02000000 
063.6  	 00.87031  	 00.17861  	 00.51262  	 02000000 
063.7  	 00.93178  	 00.22691  	 00.48300  	 01932008 
063.8  	 00.98705  	 00.27200  	 00.45096  	 01803841 
063.9  	 01.03502  	 00.31370  	 00.41697  	 01667876 
064.0  	 01.07462  	 00.35182  	 00.38124  	 01524941 
064.1  	 01.10491  	 00.38622  	 00.34400  	 01375998 
064.2  	 01.12509  	 00.41678  	 00.30553  	 01222138 
064.3  	 01.13460  	 00.44339  	 00.26614  	 01064547 
064.4  	 01.13313  	 00.46600  	 00.22612  	 00904488 
064.5  	 01.12071  	 00.48459  	 00.18581  	 00743258 
064.6  	 01.09766  	 00.49914  	 00.14554  	 00582157 
064.7  	 01.06465  	 00.50970  	 00.10561  	 00422455 
064.8  	 01.02265  	 00.51633  	 00.06634  	 00265359 
064.9  	 00.97289  	 00.51913  	 00.02800  	 00111989 
065.0  	 00.91684  	 00.51822  	 -0.00916  	 -0036646 
065.1  	 00.85607  	 00.51373  	 -0.04491  	 -0179659 
065.2  	 00.79226  	 00.50582  	 -0.07907  	 -0316297 
065.3  	 00.72704  	 00.49467  	 -0.11148  	 -0445939 
065.4  	 00.66195  	 00.48047  	 -0.14203  	 -0568101 
065.5  	 00.59837  	 00.46341  	 -0.17060  	 -0682418 
065.6  	 00.53745  	 00.44369  	 -0.19716  	 -0788641 
065.7  	 00.48005  	 00.42153  	 -0.22165  	 -0886620 
065.8  	 00.42678  	 00.39712  	 -0.24407  	 -0976288 
065.9  	 00.37792  	 00.37068  	 -0.26441  	 -1057644 
066.0  	 00.33349  	 00.34241  	 -0.28269  	 -1130740 
066.1  	 00.29329  	 00.31252  	 -0.29891  	 -1195658 
066.2  	 00.25690  	 00.28121  	 -0.31312  	 -1252499 
066.3  	 00.22382  	 00.24867  	 -0.32534  	 -1301374 
066.4  	 00.19343  	 00.21511  	 -0.33560  	 -1342384 
066.5  	 00.16515  	 00.18072  	 -0.34390  	 -1375619 
066.6  	 00.13842  	 00.14569  	 -0.35029  	 -1401148 
066.7  	 00.11277  	 00.11022  	 -0.35475  	 -1419012 
066.8  	 00.08785  	 00.07449  	 -0.35731  	 -1429227 
066.9  	 00.06340  	 00.03869  	 -0.35795  	 -1431784 
067.0  	 00.03928  	 00.00303  	 -0.35666  	 -1426648 
067.1  	 00.01545  	 -0.03232  	 -0.35344  	 -1413766 
067.2  	 -0.00813  	 -0.06715  	 -0.34827  	 -1393074 
067.3  	 -0.03145  	 -0.10126  	 -0.34113  	 -1364504 
067.4  	 -0.05457  	 -0.13446  	 -0.33200  	 -1327995 
067.5  	 -0.07762  	 -0.16655  	 -0.32088  	 -1283502 
067.6  	 -0.10085  	 -0.19732  	 -0.30775  	 -1231010 
067.7  	 -0.12464  	 -0.22658  	 -0.29264  	 -1170541 
067.8  	 -0.14949  	 -0.25414  	 -0.27554  	 -1102171 
067.9  	 -0.17600  	 -0.27979  	 -0.25651  	 -1026033 
068.0  	 -0.20485  	 -0.30335  	 -0.23558  	 -0942333 
068.1  	 -0.23673  	 -0.32463  	 -0.21284  	 -0851357 
068.2  	 -0.27226  	 -0.34347  	 -0.18837  	 -0753477 
068.3  	 -0.31194  	 -0.35970  	 -0.16229  	 -0649161 
068.4  	 -0.35603  	 -0.37317  	 -0.13474  	 -0538977 
068.5  	 -0.40453  	 -0.38376  	 -0.10590  	 -0423593 
068.6  	 -0.45708  	 -0.39136  	 -0.07595  	 -0303788 
068.7  	 -0.51295  	 -0.39587  	 -0.04511  	 -0180445 
068.8  	 -0.57102  	 -0.39723  	 -0.01364  	 -0054553 
068.9  	 -0.62978  	 -0.39541  	 00.01820  	 00072800 
069.0  	 -0.68739  	 -0.39040  	 00.05011  	 00200434 
069.1  	 -0.74179  	 -0.38222  	 00.08177  	 00327086 
069.2  	 -0.79074  	 -0.37094  	 00.11286  	 00451431 
069.3  	 -0.83198  	 -0.35664  	 00.14302  	 00572099 
069.4  	 -0.86338  	 -0.33944  	 00.17192  	 00687695 
069.5  	 -0.88304  	 -0.31952  	 00.19921  	 00796828 
069.6  	 -0.88944  	 -0.29707  	 00.22453  	 00898135 
069.7  	 -0.88159  	 -0.27231  	 00.24758  	 00990313 
069.8  	 -0.85907  	 -0.24551  	 00.26804  	 01072143 
069.9  	 -0.82213  	 -0.21694  	 00.28563  	 01142525 
070.0  	 -0.77172  	 -0.18693  	 00.30013  	 01200502 
070.1  	 -0.70945  	 -0.15580  	 00.31132  	 01245292 
070.2  	 -0.63754  	 -0.12389  	 00.31908  	 01276314 
070.3  	 -0.55876  	 -0.09156  	 00.32330  	 01293209 
070.4  	 -0.47627  	 -0.05916  	 00.32396  	 01295859 
070.5  	 -0.39351  	 -0.02705  	 00.32110  	 01284408 
070.6  	 -0.31395  	 00.00443  	 00.31481  	 01259260 
070.7  	 -0.24102  	 00.03495  	 00.30527  	 01221086 
070.8  	 -0.17788  	 00.06422  	 00.29270  	 01170813 
070.9  	 -0.12726  	 00.09196  	 00.27740  	 01109604 
071.0  	 -0.09135  	 00.11794  	 00.25971  	 01038834 
071.1  	 -0.07172  	 00.14194  	 00.24001  	 00960051 
071.2  	 -0.06917  	 00.16381  	 00.21873  	 00874931 
071.3  	 -0.08380  	 00.18344  	 00.19631  	 00785235 
071.4  	 -0.11496  	 00.20076  	 00.17319  	 00692754 
071.5  	 -0.16133  	 00.21574  	 00.14981  	 00599257 
071.6  	 -0.22096  	 00.22840  	 00.12661  	 00506441 
071.7  	 -0.29142  	 00.23880  	 00.10397  	 00415886 
071.8  	 -0.36989  	 00.24702  	 00.08225  	 00329009 
071.9  	 -0.45331  	 00.25320  	 00.06176  	 00247038 
072.0  	 -0.53850  	 00.25747  	 00.04274  	 00170978 
072.1  	 -0.62230  	 00.26001  	 00.02540  	 00101597 
072.2  	 -0.70168  	 00.26100  	 00.00985  	 00039410 
072.3  	 -0.77383  	 00.26062  	 -0.00383  	 -0015319 
072.4  	 -0.83623  	 00.25905  	 -0.01564  	 -0062577 
072.5  	 -0.88671  	 00.25649  	 -0.02565  	 -0102590 
072.6  	 -0.92348  	 00.25309  	 -0.03395  	 -0135804 
072.7  	 -0.94514  	 00.24902  	 -0.04072  	 -0162866 
072.8  	 -0.95067  	 00.24441  	 -0.04615  	 -0184589 
072.9  	 -0.93941  	 00.23936  	 -0.05048  	 -0201927 
073.0  	 -0.91103  	 00.23396  	 -0.05398  	 -0215934 
073.1  	 -0.86553  	 00.22827  	 -0.05693  	 -0227730 
073.2  	 -0.80317  	 00.22231  	 -0.05961  	 -0238456 
073.3  	 -0.72451  	 00.21607  	 -0.06231  	 -0249242 
073.4  	 -0.63033  	 00.20955  	 -0.06529  	 -0261164 
073.5  	 -0.52166  	 00.20266  	 -0.06880  	 -0275204 
073.6  	 -0.39976  	 00.19536  	 -0.07305  	 -0292218 
073.7  	 -0.26615  	 00.18754  	 -0.07823  	 -0312904 
073.8  	 -0.12259  	 00.17909  	 -0.08444  	 -0337770 
073.9  	 00.02893  	 00.16991  	 -0.09178  	 -0367121 
074.0  	 00.18620  	 00.15989  	 -0.10026  	 -0401034 
074.1  	 00.34677  	 00.14890  	 -0.10984  	 -0439357 
074.2  	 00.50807  	 00.13686  	 -0.12043  	 -0481705 
074.3  	 00.66732  	 00.12368  	 -0.13187  	 -0527473 
074.4  	 00.82173  	 00.10928  	 -0.14396  	 -0575848 
074.5  	 00.96852  	 00.09363  	 -0.15646  	 -0625838 
074.6  	 01.10502  	 00.07673  	 -0.16907  	 -0676298 
074.7  	 01.22873  	 00.05858  	 -0.18149  	 -0725970 
074.8  	 01.33745  	 00.03924  	 -0.19338  	 -0773523 
074.9  	 01.42937  	 00.01880  	 -0.20440  	 -0817595 
075.0  	 01.50313  	 -0.00262  	 -0.21421  	 -0856831 
075.1  	 01.55790  	 -0.02487  	 -0.22248  	 -0889926 
075.2  	 01.59341  	 -0.04776  	 -0.22892  	 -0915662 
075.3  	 01.60996  	 -0.07109  	 -0.23323  	 -0932937 
075.4  	 01.60841  	 -0.09461  	 -0.23520  	 -0940801 
075.5  	 01.59014  	 -0.11807  	 -0.23462  	 -0938473 
075.6  	 01.55696  	 -0.14120  	 -0.23134  	 -0925362 
075.7  	 01.51104  	 -0.16373  	 -0.22527  	 -0901086 
075.8  	 01.45479  	 -0.18537  	 -0.21637  	 -0865474 
075.9  	 01.39072  	 -0.20583  	 -0.20464  	 -0818578 
076.0  	 01.32133  	 -0.22485  	 -0.19017  	 -0760666 
076.1  	 01.24899  	 -0.24215  	 -0.17306  	 -0692222 
076.2  	 01.17579  	 -0.25750  	 -0.15348  	 -0613928 
076.3  	 01.10349  	 -0.27067  	 -0.13166  	 -0526653 
076.4  	 01.03343  	 -0.28145  	 -0.10786  	 -0431435 
076.5  	 00.96648  	 -0.28969  	 -0.08236  	 -0329448 
076.6  	 00.90305  	 -0.29524  	 -0.05550  	 -0221986 
076.7  	 00.84307  	 -0.29800  	 -0.02761  	 -0110426 
076.8  	 00.78609  	 -0.29790  	 00.00095  	 00003798 
076.9  	 00.73132  	 -0.29492  	 00.02981  	 00119223 
077.0  	 00.67771  	 -0.28906  	 00.05860  	 00234391 
077.1  	 00.62407  	 -0.28037  	 00.08697  	 00347866 
077.2  	 00.56917  	 -0.26891  	 00.11457  	 00458265 
077.3  	 00.51187  	 -0.25480  	 00.14107  	 00564274 
077.4  	 00.45117  	 -0.23819  	 00.16617  	 00664663 
077.5  	 00.38633  	 -0.21923  	 00.18958  	 00758305 
077.6  	 00.31689  	 -0.19812  	 00.21104  	 00844179 
077.7  	 00.24274  	 -0.17509  	 00.23035  	 00921381 
077.8  	 00.16413  	 -0.15036  	 00.24728  	 00989132 
077.9  	 00.08162  	 -0.12419  	 00.26170  	 01046780 
078.0  	 -0.00394  	 -0.09685  	 00.27345  	 01093805 
078.1  	 -0.09147  	 -0.06860  	 00.28246  	 01129821 
078.2  	 -0.17971  	 -0.03974  	 00.28864  	 01154579 
078.3  	 -0.26735  	 -0.01054  	 00.29199  	 01167966 
078.4  	 -0.35305  	 00.01871  	 00.29250  	 01170009 
078.5  	 -0.43560  	 00.04773  	 00.29022  	 01160873 
078.6  	 -0.51391  	 00.07626  	 00.28521  	 01140857 
078.7  	 -0.58713  	 00.10402  	 00.27760  	 01110392 
078.8  	 -0.65464  	 00.13077  	 00.26751  	 01070036 
078.9  	 -0.71610  	 00.15628  	 00.25512  	 01020462 
079.0  	 -0.77146  	 00.18034  	 00.24061  	 00962446 
079.1  	 -0.82089  	 00.20276  	 00.22421  	 00896856 
079.2  	 -0.86481  	 00.22338  	 00.20616  	 00824631 
079.3  	 -0.90375  	 00.24205  	 00.18669  	 00746763 
079.4  	 -0.93837  	 00.25865  	 00.16607  	 00664274 
079.5  	 -0.96937  	 00.27311  	 00.14455  	 00578197 
079.6  	 -0.99735  	 00.28535  	 00.12239  	 00489552 
079.7  	 -1.02286  	 00.29533  	 00.09983  	 00399326 
079.8  	 -1.04627  	 00.30304  	 00.07711  	 00308453 
079.9  	 -1.06770  	 00.30849  	 00.05445  	 00217796 
080.0  	 -1.08708  	 00.31169  	 00.03203  	 00128137 
080.1  	 -1.10409  	 00.31269  	 00.01004  	 00040159 
080.2  	 -1.11815  	 00.31155  	 -0.01139  	 -0045552 
080.3  	 -1.12847  	 00.30834  	 -0.03213  	 -0128518 
080.4  	 -1.13410  	 00.30313  	 -0.05209  	 -0208361 
080.5  	 -1.13398  	 00.29601  	 -0.07120  	 -0284802 
080.6  	 -1.12701  	 00.28707  	 -0.08941  	 -0357647 
080.7  	 -1.11211  	 00.27640  	 -0.10670  	 -0426781 
080.8  	 -1.08834  	 00.26410  	 -0.12304  	 -0492145 
080.9  	 -1.05491  	 00.25025  	 -0.13843  	 -0553728 
081.0  	 -1.01133  	 00.23497  	 -0.15288  	 -0611539 
081.1  	 -0.95743  	 00.21833  	 -0.16640  	 -0665597 
081.2  	 -0.89340  	 00.20043  	 -0.17898  	 -0715906 
